date,MAT stock,isPartial
2015-03-01,29,False
2015-03-02,50,False
2015-03-03,0,False
2015-03-04,25,False
2015-03-05,26,False
2015-03-06,0,False
2015-03-07,30,False
2015-03-08,29,False
2015-03-09,25,False
2015-03-10,50,False
2015-03-11,38,False
2015-03-12,64,False
2015-03-13,26,False
2015-03-14,60,False
2015-03-15,29,False
2015-03-16,25,False
2015-03-17,50,False
2015-03-18,51,False
2015-03-19,50,False
2015-03-20,26,False
2015-03-21,30,False
2015-03-22,0,False
2015-03-23,100,False
2015-03-24,50,False
2015-03-25,0,False
2015-03-26,30,False
2015-03-27,26,False
2015-03-28,32,False
2015-03-29,0,False
2015-03-30,25,False
2015-03-31,26,False
