date,EA stock,isPartial
2016-04-01,87,False
2016-04-02,29,False
2016-04-03,19,False
2016-04-04,72,False
2016-04-05,34,False
2016-04-06,50,False
2016-04-07,93,False
2016-04-08,47,False
2016-04-09,20,False
2016-04-10,29,False
2016-04-11,73,False
2016-04-12,50,False
2016-04-13,62,False
2016-04-14,63,False
2016-04-15,100,False
2016-04-16,39,False
2016-04-17,39,False
2016-04-18,73,False
2016-04-19,45,False
2016-04-20,62,False
2016-04-21,52,False
2016-04-22,44,False
2016-04-23,20,False
2016-04-24,38,False
2016-04-25,39,False
2016-04-26,61,False
2016-04-27,78,False
2016-04-28,69,False
2016-04-29,36,False
2016-04-30,20,False
