date,DIS stock,isPartial
2016-04-01,60,False
2016-04-02,9,False
2016-04-03,4,False
2016-04-04,38,False
2016-04-05,76,False
2016-04-06,61,False
2016-04-07,66,False
2016-04-08,68,False
2016-04-09,22,False
2016-04-10,4,False
2016-04-11,42,False
2016-04-12,49,False
2016-04-13,58,False
2016-04-14,46,False
2016-04-15,57,False
2016-04-16,18,False
2016-04-17,4,False
2016-04-18,100,False
2016-04-19,65,False
2016-04-20,88,False
2016-04-21,47,False
2016-04-22,32,False
2016-04-23,22,False
2016-04-24,13,False
2016-04-25,49,False
2016-04-26,71,False
2016-04-27,57,False
2016-04-28,58,False
2016-04-29,97,False
2016-04-30,27,False
