date,ADBE stock,isPartial
2017-01-01,35,False
2017-01-02,30,False
2017-01-03,86,False
2017-01-04,28,False
2017-01-05,29,False
2017-01-06,0,False
2017-01-07,64,False
2017-01-08,32,False
2017-01-09,46,False
2017-01-10,55,False
2017-01-11,41,False
2017-01-12,28,False
2017-01-13,43,False
2017-01-14,63,False
2017-01-15,31,False
2017-01-16,27,False
2017-01-17,36,False
2017-01-18,81,False
2017-01-19,28,False
2017-01-20,28,False
2017-01-21,0,False
2017-01-22,0,False
2017-01-23,40,False
2017-01-24,68,False
2017-01-25,100,False
2017-01-26,41,False
2017-01-27,47,False
2017-01-28,32,False
2017-01-29,0,False
2017-01-30,63,False
2017-01-31,36,False
