date,GS stock,isPartial
2017-01-01,9,False
2017-01-02,12,False
2017-01-03,40,False
2017-01-04,54,False
2017-01-05,24,False
2017-01-06,24,False
2017-01-07,8,False
2017-01-08,0,False
2017-01-09,27,False
2017-01-10,50,False
2017-01-11,14,False
2017-01-12,39,False
2017-01-13,42,False
2017-01-14,13,False
2017-01-15,8,False
2017-01-16,16,False
2017-01-17,42,False
2017-01-18,100,False
2017-01-19,70,False
2017-01-20,81,False
2017-01-21,13,False
2017-01-22,8,False
2017-01-23,42,False
2017-01-24,45,False
2017-01-25,41,False
2017-01-26,65,False
2017-01-27,37,False
2017-01-28,16,False
2017-01-29,10,False
2017-01-30,44,False
2017-01-31,31,False
