date,DIS stock,isPartial
2013-09-01,45,False
2013-09-02,19,False
2013-09-03,37,False
2013-09-04,75,False
2013-09-05,19,False
2013-09-06,49,False
2013-09-07,23,False
2013-09-08,22,False
2013-09-09,28,False
2013-09-10,100,False
2013-09-11,65,False
2013-09-12,74,False
2013-09-13,77,False
2013-09-14,67,False
2013-09-15,22,False
2013-09-16,55,False
2013-09-17,82,False
2013-09-18,92,False
2013-09-19,47,False
2013-09-20,39,False
2013-09-21,22,False
2013-09-22,22,False
2013-09-23,83,False
2013-09-24,27,False
2013-09-25,93,False
2013-09-26,38,False
2013-09-27,98,False
2013-09-28,33,False
2013-09-29,0,False
2013-09-30,55,False
