date,PHG stock,isPartial
2015-09-01,33,False
2015-09-02,100,False
2015-09-03,0,False
2015-09-04,0,False
2015-09-05,0,False
2015-09-06,0,False
2015-09-07,0,False
2015-09-08,33,False
2015-09-09,0,False
2015-09-10,33,False
2015-09-11,0,False
2015-09-12,0,False
2015-09-13,0,False
2015-09-14,0,False
2015-09-15,0,False
2015-09-16,65,False
2015-09-17,33,False
2015-09-18,0,False
2015-09-19,39,False
2015-09-20,0,False
2015-09-21,0,False
2015-09-22,0,False
2015-09-23,0,False
2015-09-24,34,False
2015-09-25,35,False
2015-09-26,0,False
2015-09-27,0,False
2015-09-28,0,False
2015-09-29,0,False
2015-09-30,0,False
