date,AAPL stock,isPartial
2016-12-01,74,False
2016-12-02,71,False
2016-12-03,12,False
2016-12-04,8,False
2016-12-05,77,False
2016-12-06,88,False
2016-12-07,100,False
2016-12-08,94,False
2016-12-09,88,False
2016-12-10,18,False
2016-12-11,10,False
2016-12-12,87,False
2016-12-13,98,False
2016-12-14,82,False
2016-12-15,86,False
2016-12-16,86,False
2016-12-17,19,False
2016-12-18,17,False
2016-12-19,71,False
2016-12-20,67,False
2016-12-21,93,False
2016-12-22,74,False
2016-12-23,92,False
2016-12-24,11,False
2016-12-25,7,False
2016-12-26,25,False
2016-12-27,80,False
2016-12-28,86,False
2016-12-29,55,False
2016-12-30,85,False
2016-12-31,15,False
