date,WMT stock,isPartial
2013-12-01,13,False
2013-12-02,39,False
2013-12-03,35,False
2013-12-04,23,False
2013-12-05,58,False
2013-12-06,61,False
2013-12-07,14,False
2013-12-08,14,False
2013-12-09,29,False
2013-12-10,35,False
2013-12-11,29,False
2013-12-12,42,False
2013-12-13,56,False
2013-12-14,14,False
2013-12-15,14,False
2013-12-16,23,False
2013-12-17,36,False
2013-12-18,24,False
2013-12-19,43,False
2013-12-20,32,False
2013-12-21,14,False
2013-12-22,0,False
2013-12-23,39,False
2013-12-24,43,False
2013-12-25,24,False
2013-12-26,34,False
2013-12-27,26,False
2013-12-28,21,False
2013-12-29,0,False
2013-12-30,25,False
2013-12-31,100,False
