date,INTC stock,isPartial
2016-02-01,85,False
2016-02-02,93,False
2016-02-03,60,False
2016-02-04,87,False
2016-02-05,100,False
2016-02-06,30,False
2016-02-07,0,False
2016-02-08,52,False
2016-02-09,69,False
2016-02-10,85,False
2016-02-11,52,False
2016-02-12,36,False
2016-02-13,19,False
2016-02-14,0,False
2016-02-15,9,False
2016-02-16,0,False
2016-02-17,42,False
2016-02-18,51,False
2016-02-19,52,False
2016-02-20,10,False
2016-02-21,10,False
2016-02-22,42,False
2016-02-23,41,False
2016-02-24,68,False
2016-02-25,51,False
2016-02-26,53,False
2016-02-27,10,False
2016-02-28,0,False
2016-02-29,50,False
