date,MU stock,isPartial
2016-11-01,61,False
2016-11-02,34,False
2016-11-03,59,False
2016-11-04,40,False
2016-11-05,15,False
2016-11-06,0,False
2016-11-07,37,False
2016-11-08,70,False
2016-11-09,100,False
2016-11-10,90,False
2016-11-11,31,False
2016-11-12,24,False
2016-11-13,19,False
2016-11-14,38,False
2016-11-15,42,False
2016-11-16,50,False
2016-11-17,89,False
2016-11-18,96,False
2016-11-19,29,False
2016-11-20,14,False
2016-11-21,74,False
2016-11-22,87,False
2016-11-23,80,False
2016-11-24,13,False
2016-11-25,39,False
2016-11-26,23,False
2016-11-27,27,False
2016-11-28,63,False
2016-11-29,72,False
2016-11-30,80,False
