date,AAPL stock,isPartial
2015-09-01,86,False
2015-09-02,77,False
2015-09-03,81,False
2015-09-04,63,False
2015-09-05,20,False
2015-09-06,10,False
2015-09-07,13,False
2015-09-08,83,False
2015-09-09,100,False
2015-09-10,79,False
2015-09-11,77,False
2015-09-12,20,False
2015-09-13,14,False
2015-09-14,57,False
2015-09-15,69,False
2015-09-16,59,False
2015-09-17,68,False
2015-09-18,51,False
2015-09-19,20,False
2015-09-20,7,False
2015-09-21,49,False
2015-09-22,56,False
2015-09-23,55,False
2015-09-24,55,False
2015-09-25,52,False
2015-09-26,14,False
2015-09-27,9,False
2015-09-28,58,False
2015-09-29,69,False
2015-09-30,65,False
