date,AMZN stock,isPartial
2013-11-01,59,False
2013-11-02,25,False
2013-11-03,8,False
2013-11-04,40,False
2013-11-05,47,False
2013-11-06,61,False
2013-11-07,27,False
2013-11-08,64,False
2013-11-09,8,False
2013-11-10,8,False
2013-11-11,34,False
2013-11-12,34,False
2013-11-13,54,False
2013-11-14,41,False
2013-11-15,57,False
2013-11-16,24,False
2013-11-17,40,False
2013-11-18,27,False
2013-11-19,73,False
2013-11-20,100,False
2013-11-21,68,False
2013-11-22,55,False
2013-11-23,24,False
2013-11-24,8,False
2013-11-25,39,False
2013-11-26,40,False
2013-11-27,47,False
2013-11-28,36,False
2013-11-29,51,False
2013-11-30,40,False
