date,MU stock,isPartial
2017-11-01,54,False
2017-11-02,52,False
2017-11-03,53,False
2017-11-04,11,False
2017-11-05,6,False
2017-11-06,44,False
2017-11-07,51,False
2017-11-08,41,False
2017-11-09,44,False
2017-11-10,53,False
2017-11-11,12,False
2017-11-12,10,False
2017-11-13,43,False
2017-11-14,51,False
2017-11-15,43,False
2017-11-16,42,False
2017-11-17,52,False
2017-11-18,13,False
2017-11-19,9,False
2017-11-20,58,False
2017-11-21,56,False
2017-11-22,71,False
2017-11-23,17,False
2017-11-24,36,False
2017-11-25,13,False
2017-11-26,9,False
2017-11-27,59,False
2017-11-28,55,False
2017-11-29,86,False
2017-11-30,100,False
