,date,QCOM,isPartial
21,2014-02-22,5.880000000000001,False
22,2014-02-23,6.720000000000001,False
23,2014-02-24,16.8,False
24,2014-02-25,14.000000000000002,False
25,2014-02-26,18.48,False
26,2014-02-27,22.12,False
27,2014-02-28,16.520000000000003,False
0,2014-03-01,4.84,False
1,2014-03-02,1.76,False
2,2014-03-03,9.02,False
3,2014-03-04,22.0,False
4,2014-03-05,15.18,False
5,2014-03-06,11.22,False
6,2014-03-07,14.74,False
7,2014-03-08,2.64,False
8,2014-03-09,4.4,False
9,2014-03-10,11.0,False
10,2014-03-11,11.66,False
11,2014-03-12,7.04,False
12,2014-03-13,9.46,False
13,2014-03-14,12.76,False
14,2014-03-15,3.96,False
15,2014-03-16,3.08,False
16,2014-03-17,8.8,False
17,2014-03-18,7.92,False
18,2014-03-19,9.02,False
19,2014-03-20,12.1,False
20,2014-03-21,12.32,False
21,2014-03-22,5.28,False
22,2014-03-23,1.76,False
23,2014-03-24,11.88,False
24,2014-03-25,11.88,False
25,2014-03-26,9.02,False
26,2014-03-27,8.8,False
27,2014-03-28,7.04,False
28,2014-03-29,2.64,False
29,2014-03-30,2.64,False
30,2014-03-31,11.66,False
0,2014-04-01,10.5,False
1,2014-04-02,14.7,False
2,2014-04-03,10.799999999999999,False
3,2014-04-04,14.399999999999999,False
4,2014-04-05,6.6,False
5,2014-04-06,3.9,False
6,2014-04-07,12.6,False
7,2014-04-08,12.0,False
8,2014-04-09,9.0,False
9,2014-04-10,16.5,False
10,2014-04-11,17.7,False
11,2014-04-12,6.3,False
12,2014-04-13,2.1,False
13,2014-04-14,9.0,False
14,2014-04-15,11.7,False
15,2014-04-16,12.9,False
16,2014-04-17,15.299999999999999,False
17,2014-04-18,15.299999999999999,False
18,2014-04-19,3.3,False
19,2014-04-20,5.3999999999999995,False
20,2014-04-21,12.0,False
21,2014-04-22,9.0,False
22,2014-04-23,23.7,False
23,2014-04-24,30.0,False
24,2014-04-25,18.599999999999998,False
25,2014-04-26,6.0,False
26,2014-04-27,3.9,False
27,2014-04-28,9.299999999999999,False
28,2014-04-29,13.5,False
29,2014-04-30,12.9,False
0,2014-05-01,11.44,False
1,2014-05-02,12.1,False
2,2014-05-03,4.4,False
3,2014-05-04,3.3,False
4,2014-05-05,13.86,False
5,2014-05-06,16.5,False
6,2014-05-07,7.26,False
7,2014-05-08,9.46,False
8,2014-05-09,14.74,False
9,2014-05-10,2.2,False
10,2014-05-11,2.2,False
11,2014-05-12,11.0,False
12,2014-05-13,11.88,False
