date,DIS stock,isPartial
2013-06-01,24,False
2013-06-02,24,False
2013-06-03,49,False
2013-06-04,70,False
2013-06-05,20,False
2013-06-06,60,False
2013-06-07,21,False
2013-06-08,49,False
2013-06-09,24,False
2013-06-10,88,False
2013-06-11,29,False
2013-06-12,70,False
2013-06-13,50,False
2013-06-14,42,False
2013-06-15,49,False
2013-06-16,24,False
2013-06-17,30,False
2013-06-18,100,False
2013-06-19,50,False
2013-06-20,71,False
2013-06-21,64,False
2013-06-22,37,False
2013-06-23,0,False
2013-06-24,100,False
2013-06-25,60,False
2013-06-26,40,False
2013-06-27,40,False
2013-06-28,43,False
2013-06-29,38,False
2013-06-30,74,False
