date,HAS stock,isPartial
2017-01-01,30,False
2017-01-02,43,False
2017-01-03,37,False
2017-01-04,54,False
2017-01-05,53,False
2017-01-06,52,False
2017-01-07,41,False
2017-01-08,42,False
2017-01-09,47,False
2017-01-10,52,False
2017-01-11,72,False
2017-01-12,49,False
2017-01-13,55,False
2017-01-14,45,False
2017-01-15,52,False
2017-01-16,50,False
2017-01-17,53,False
2017-01-18,61,False
2017-01-19,61,False
2017-01-20,55,False
2017-01-21,58,False
2017-01-22,60,False
2017-01-23,74,False
2017-01-24,68,False
2017-01-25,93,False
2017-01-26,100,False
2017-01-27,71,False
2017-01-28,59,False
2017-01-29,64,False
2017-01-30,99,False
2017-01-31,95,False
