date,PHG stock,isPartial
2018-04-01,0,False
2018-04-02,35,False
2018-04-03,33,False
2018-04-04,0,False
2018-04-05,34,False
2018-04-06,35,False
2018-04-07,0,False
2018-04-08,0,False
2018-04-09,0,False
2018-04-10,0,False
2018-04-11,49,False
2018-04-12,0,False
2018-04-13,34,False
2018-04-14,0,False
2018-04-15,0,False
2018-04-16,33,False
2018-04-17,65,False
2018-04-18,100,False
2018-04-19,0,False
2018-04-20,69,False
2018-04-21,0,False
2018-04-22,0,False
2018-04-23,32,False
2018-04-24,0,False
2018-04-25,82,False
2018-04-26,33,False
2018-04-27,0,False
2018-04-28,39,False
2018-04-29,0,False
2018-04-30,33,False
