date,AMZN stock,isPartial
2016-05-01,13,False
2016-05-02,88,False
2016-05-03,71,False
2016-05-04,50,False
2016-05-05,60,False
2016-05-06,58,False
2016-05-07,20,False
2016-05-08,19,False
2016-05-09,50,False
2016-05-10,78,False
2016-05-11,82,False
2016-05-12,100,False
2016-05-13,72,False
2016-05-14,16,False
2016-05-15,17,False
2016-05-16,71,False
2016-05-17,61,False
2016-05-18,48,False
2016-05-19,51,False
2016-05-20,54,False
2016-05-21,9,False
2016-05-22,9,False
2016-05-23,34,False
2016-05-24,58,False
2016-05-25,49,False
2016-05-26,64,False
2016-05-27,53,False
2016-05-28,9,False
2016-05-29,5,False
2016-05-30,11,False
2016-05-31,45,False
