date,PEP stock,isPartial
2014-11-01,62,False
2014-11-02,24,False
2014-11-03,20,False
2014-11-04,80,False
2014-11-05,70,False
2014-11-06,61,False
2014-11-07,53,False
2014-11-08,24,False
2014-11-09,0,False
2014-11-10,41,False
2014-11-11,40,False
2014-11-12,20,False
2014-11-13,30,False
2014-11-14,31,False
2014-11-15,0,False
2014-11-16,23,False
2014-11-17,100,False
2014-11-18,0,False
2014-11-19,62,False
2014-11-20,30,False
2014-11-21,63,False
2014-11-22,71,False
2014-11-23,23,False
2014-11-24,40,False
2014-11-25,40,False
2014-11-26,30,False
2014-11-27,21,False
2014-11-28,32,False
2014-11-29,23,False
2014-11-30,0,False
