date,BA stock,isPartial
2017-12-01,63,False
2017-12-02,12,False
2017-12-03,6,False
2017-12-04,56,False
2017-12-05,61,False
2017-12-06,53,False
2017-12-07,78,False
2017-12-08,63,False
2017-12-09,23,False
2017-12-10,6,False
2017-12-11,61,False
2017-12-12,100,False
2017-12-13,81,False
2017-12-14,80,False
2017-12-15,89,False
2017-12-16,26,False
2017-12-17,14,False
2017-12-18,63,False
2017-12-19,68,False
2017-12-20,79,False
2017-12-21,83,False
2017-12-22,56,False
2017-12-23,24,False
2017-12-24,15,False
2017-12-25,14,False
2017-12-26,36,False
2017-12-27,51,False
2017-12-28,46,False
2017-12-29,53,False
2017-12-30,20,False
2017-12-31,12,False
