date,BA stock,isPartial
2016-08-01,77,False
2016-08-02,100,False
2016-08-03,78,False
2016-08-04,48,False
2016-08-05,78,False
2016-08-06,0,False
2016-08-07,29,False
2016-08-08,55,False
2016-08-09,30,False
2016-08-10,37,False
2016-08-11,82,False
2016-08-12,91,False
2016-08-13,57,False
2016-08-14,14,False
2016-08-15,52,False
2016-08-16,63,False
2016-08-17,44,False
2016-08-18,45,False
2016-08-19,52,False
2016-08-20,15,False
2016-08-21,14,False
2016-08-22,74,False
2016-08-23,44,False
2016-08-24,86,False
2016-08-25,77,False
2016-08-26,50,False
2016-08-27,55,False
2016-08-28,14,False
2016-08-29,69,False
2016-08-30,81,False
2016-08-31,64,False
