date,ODP stock,isPartial
2016-11-01,26,False
2016-11-02,84,False
2016-11-03,75,False
2016-11-04,35,False
2016-11-05,29,False
2016-11-06,0,False
2016-11-07,25,False
2016-11-08,24,False
2016-11-09,38,False
2016-11-10,25,False
2016-11-11,78,False
2016-11-12,29,False
2016-11-13,0,False
2016-11-14,33,False
2016-11-15,49,False
2016-11-16,50,False
2016-11-17,100,False
2016-11-18,77,False
2016-11-19,28,False
2016-11-20,28,False
2016-11-21,24,False
2016-11-22,33,False
2016-11-23,0,False
2016-11-24,51,False
2016-11-25,26,False
2016-11-26,0,False
2016-11-27,0,False
2016-11-28,31,False
2016-11-29,24,False
2016-11-30,24,False
