date,GOOG stock,isPartial
2015-10-01,36,False
2015-10-02,18,False
2015-10-03,15,False
2015-10-04,12,False
2015-10-05,25,False
2015-10-06,42,False
2015-10-07,28,False
2015-10-08,36,False
2015-10-09,29,False
2015-10-10,15,False
2015-10-11,8,False
2015-10-12,20,False
2015-10-13,19,False
2015-10-14,29,False
2015-10-15,34,False
2015-10-16,35,False
2015-10-17,10,False
2015-10-18,5,False
2015-10-19,40,False
2015-10-20,41,False
2015-10-21,29,False
2015-10-22,73,False
2015-10-23,100,False
2015-10-24,47,False
2015-10-25,14,False
2015-10-26,39,False
2015-10-27,25,False
2015-10-28,52,False
2015-10-29,31,False
2015-10-30,36,False
2015-10-31,8,False
