date,KO stock,isPartial
2015-01-01,28,False
2015-01-02,64,False
2015-01-03,75,False
2015-01-04,33,False
2015-01-05,43,False
2015-01-06,100,False
2015-01-07,91,False
2015-01-08,98,False
2015-01-09,72,False
2015-01-10,40,False
2015-01-11,24,False
2015-01-12,35,False
2015-01-13,21,False
2015-01-14,62,False
2015-01-15,77,False
2015-01-16,79,False
2015-01-17,41,False
2015-01-18,16,False
2015-01-19,14,False
2015-01-20,68,False
2015-01-21,61,False
2015-01-22,89,False
2015-01-23,50,False
2015-01-24,56,False
2015-01-25,40,False
2015-01-26,81,False
2015-01-27,88,False
2015-01-28,27,False
2015-01-29,34,False
2015-01-30,71,False
2015-01-31,40,False
