date,HD stock,isPartial
2014-05-01,81,False
2014-05-02,48,False
2014-05-03,38,False
2014-05-04,42,False
2014-05-05,42,False
2014-05-06,67,False
2014-05-07,57,False
2014-05-08,62,False
2014-05-09,57,False
2014-05-10,57,False
2014-05-11,56,False
2014-05-12,85,False
2014-05-13,59,False
2014-05-14,51,False
2014-05-15,77,False
2014-05-16,83,False
2014-05-17,59,False
2014-05-18,100,False
2014-05-19,77,False
2014-05-20,77,False
2014-05-21,66,False
2014-05-22,32,False
2014-05-23,73,False
2014-05-24,64,False
2014-05-25,68,False
2014-05-26,46,False
2014-05-27,58,False
2014-05-28,80,False
2014-05-29,54,False
2014-05-30,74,False
2014-05-31,61,False
