date,BA stock,isPartial
2012-01-01,0,False
2012-01-02,18,False
2012-01-03,33,False
2012-01-04,39,False
2012-01-05,100,False
2012-01-06,41,False
2012-01-07,20,False
2012-01-08,38,False
2012-01-09,43,False
2012-01-10,43,False
2012-01-11,32,False
2012-01-12,32,False
2012-01-13,34,False
2012-01-14,39,False
2012-01-15,29,False
2012-01-16,32,False
2012-01-17,42,False
2012-01-18,21,False
2012-01-19,27,False
2012-01-20,22,False
2012-01-21,29,False
2012-01-22,28,False
2012-01-23,47,False
2012-01-24,21,False
2012-01-25,56,False
2012-01-26,16,False
2012-01-27,33,False
2012-01-28,0,False
2012-01-29,0,False
2012-01-30,26,False
2012-01-31,52,False
