date,WDC stock,isPartial
2018-08-01,65,False
2018-08-02,77,False
2018-08-03,64,False
2018-08-04,27,False
2018-08-05,19,False
2018-08-06,67,False
2018-08-07,87,False
2018-08-08,67,False
2018-08-09,81,False
2018-08-10,72,False
2018-08-11,35,False
2018-08-12,16,False
2018-08-13,78,False
2018-08-14,65,False
2018-08-15,100,False
2018-08-16,93,False
2018-08-17,99,False
2018-08-18,21,False
2018-08-19,11,False
2018-08-20,75,False
2018-08-21,67,False
2018-08-22,46,False
2018-08-23,50,False
2018-08-24,76,False
2018-08-25,19,False
2018-08-26,22,False
2018-08-27,77,False
2018-08-28,35,False
2018-08-29,60,False
2018-08-30,56,False
2018-08-31,86,False
