date,TWTR stock,isPartial
2014-02-01,12,False
2014-02-02,6,False
2014-02-03,27,False
2014-02-04,28,False
2014-02-05,61,False
2014-02-06,100,False
2014-02-07,89,False
2014-02-08,19,False
2014-02-09,11,False
2014-02-10,45,False
2014-02-11,41,False
2014-02-12,39,False
2014-02-13,40,False
2014-02-14,38,False
2014-02-15,16,False
2014-02-16,14,False
2014-02-17,19,False
2014-02-18,28,False
2014-02-19,40,False
2014-02-20,43,False
2014-02-21,35,False
2014-02-22,13,False
2014-02-23,8,False
2014-02-24,27,False
2014-02-25,28,False
2014-02-26,29,False
2014-02-27,29,False
2014-02-28,26,False
