date,PHG stock,isPartial
2017-07-01,0,False
2017-07-02,0,False
2017-07-03,33,False
2017-07-04,0,False
2017-07-05,0,False
2017-07-06,0,False
2017-07-07,34,False
2017-07-08,0,False
2017-07-09,0,False
2017-07-10,32,False
2017-07-11,0,False
2017-07-12,32,False
2017-07-13,0,False
2017-07-14,50,False
2017-07-15,0,False
2017-07-16,38,False
2017-07-17,32,False
2017-07-18,0,False
2017-07-19,65,False
2017-07-20,32,False
2017-07-21,100,False
2017-07-22,0,False
2017-07-23,0,False
2017-07-24,63,False
2017-07-25,0,False
2017-07-26,31,False
2017-07-27,63,False
2017-07-28,33,False
2017-07-29,0,False
2017-07-30,0,False
2017-07-31,0,False
