date,WDC stock,isPartial
2013-06-01,0,False
2013-06-02,0,False
2013-06-03,57,False
2013-06-04,29,False
2013-06-05,29,False
2013-06-06,44,False
2013-06-07,61,False
2013-06-08,36,False
2013-06-09,0,False
2013-06-10,100,False
2013-06-11,28,False
2013-06-12,58,False
2013-06-13,29,False
2013-06-14,31,False
2013-06-15,54,False
2013-06-16,0,False
2013-06-17,58,False
2013-06-18,29,False
2013-06-19,29,False
2013-06-20,44,False
2013-06-21,77,False
2013-06-22,36,False
2013-06-23,0,False
2013-06-24,58,False
2013-06-25,44,False
2013-06-26,44,False
2013-06-27,74,False
2013-06-28,78,False
2013-06-29,0,False
2013-06-30,0,False
