date,HAS stock,isPartial
2018-06-01,67,False
2018-06-02,81,False
2018-06-03,69,False
2018-06-04,77,False
2018-06-05,80,False
2018-06-06,97,False
2018-06-07,77,False
2018-06-08,80,False
2018-06-09,64,False
2018-06-10,68,False
2018-06-11,92,False
2018-06-12,89,False
2018-06-13,88,False
2018-06-14,81,False
2018-06-15,80,False
2018-06-16,49,False
2018-06-17,71,False
2018-06-18,83,False
2018-06-19,100,False
2018-06-20,85,False
2018-06-21,78,False
2018-06-22,68,False
2018-06-23,61,False
2018-06-24,67,False
2018-06-25,79,False
2018-06-26,71,False
2018-06-27,80,False
2018-06-28,61,False
2018-06-29,79,False
2018-06-30,50,False
