date,HAS stock,isPartial
2012-04-01,76,False
2012-04-02,88,False
2012-04-03,97,False
2012-04-04,69,False
2012-04-05,77,False
2012-04-06,58,False
2012-04-07,45,False
2012-04-08,65,False
2012-04-09,95,False
2012-04-10,82,False
2012-04-11,83,False
2012-04-12,59,False
2012-04-13,37,False
2012-04-14,88,False
2012-04-15,67,False
2012-04-16,86,False
2012-04-17,96,False
2012-04-18,53,False
2012-04-19,92,False
2012-04-20,69,False
2012-04-21,40,False
2012-04-22,61,False
2012-04-23,99,False
2012-04-24,73,False
2012-04-25,80,False
2012-04-26,100,False
2012-04-27,61,False
2012-04-28,64,False
2012-04-29,84,False
2012-04-30,88,False
