date,SYMC stock,isPartial
2017-05-01,30,False
2017-05-02,43,False
2017-05-03,31,False
2017-05-04,19,False
2017-05-05,45,False
2017-05-06,43,False
2017-05-07,21,False
2017-05-08,37,False
2017-05-09,55,False
2017-05-10,74,False
2017-05-11,100,False
2017-05-12,52,False
2017-05-13,22,False
2017-05-14,29,False
2017-05-15,78,False
2017-05-16,73,False
2017-05-17,33,False
2017-05-18,79,False
2017-05-19,41,False
2017-05-20,23,False
2017-05-21,23,False
2017-05-22,20,False
2017-05-23,48,False
2017-05-24,47,False
2017-05-25,20,False
2017-05-26,32,False
2017-05-27,24,False
2017-05-28,24,False
2017-05-29,20,False
2017-05-30,45,False
2017-05-31,29,False
