date,HD stock,isPartial
2017-01-01,76,False
2017-01-02,41,False
2017-01-03,71,False
2017-01-04,66,False
2017-01-05,53,False
2017-01-06,14,False
2017-01-07,34,False
2017-01-08,29,False
2017-01-09,84,False
2017-01-10,46,False
2017-01-11,55,False
2017-01-12,85,False
2017-01-13,52,False
2017-01-14,20,False
2017-01-15,48,False
2017-01-16,51,False
2017-01-17,54,False
2017-01-18,89,False
2017-01-19,67,False
2017-01-20,43,False
2017-01-21,24,False
2017-01-22,33,False
2017-01-23,100,False
2017-01-24,54,False
2017-01-25,89,False
2017-01-26,100,False
2017-01-27,78,False
2017-01-28,64,False
2017-01-29,38,False
2017-01-30,69,False
2017-01-31,80,False
