date,PFE stock,isPartial
2012-05-01,52,False
2012-05-02,47,False
2012-05-03,0,False
2012-05-04,0,False
2012-05-05,0,False
2012-05-06,0,False
2012-05-07,47,False
2012-05-08,93,False
2012-05-09,0,False
2012-05-10,96,False
2012-05-11,100,False
2012-05-12,0,False
2012-05-13,0,False
2012-05-14,46,False
2012-05-15,46,False
2012-05-16,47,False
2012-05-17,0,False
2012-05-18,50,False
2012-05-19,0,False
2012-05-20,58,False
2012-05-21,0,False
2012-05-22,0,False
2012-05-23,46,False
2012-05-24,0,False
2012-05-25,0,False
2012-05-26,0,False
2012-05-27,60,False
2012-05-28,50,False
2012-05-29,92,False
2012-05-30,0,False
2012-05-31,47,False
