date,MCD stock,isPartial
2015-02-01,74,False
2015-02-02,46,False
2015-02-03,100,False
2015-02-04,64,False
2015-02-05,92,False
2015-02-06,77,False
2015-02-07,44,False
2015-02-08,0,False
2015-02-09,46,False
2015-02-10,18,False
2015-02-11,37,False
2015-02-12,84,False
2015-02-13,87,False
2015-02-14,44,False
2015-02-15,22,False
2015-02-16,0,False
2015-02-17,38,False
2015-02-18,56,False
2015-02-19,66,False
2015-02-20,19,False
2015-02-21,43,False
2015-02-22,0,False
2015-02-23,36,False
2015-02-24,72,False
2015-02-25,18,False
2015-02-26,74,False
2015-02-27,67,False
2015-02-28,21,False
