date,EXPE stock,isPartial
2013-03-01,85,False
2013-03-02,0,False
2013-03-03,0,False
2013-03-04,82,False
2013-03-05,0,False
2013-03-06,81,False
2013-03-07,0,False
2013-03-08,86,False
2013-03-09,0,False
2013-03-10,94,False
2013-03-11,0,False
2013-03-12,79,False
2013-03-13,0,False
2013-03-14,0,False
2013-03-15,0,False
2013-03-16,96,False
2013-03-17,0,False
2013-03-18,0,False
2013-03-19,80,False
2013-03-20,0,False
2013-03-21,82,False
2013-03-22,82,False
2013-03-23,0,False
2013-03-24,96,False
2013-03-25,0,False
2013-03-26,0,False
2013-03-27,83,False
2013-03-28,0,False
2013-03-29,93,False
2013-03-30,100,False
2013-03-31,0,False
