date,MCD stock,isPartial
2016-06-01,65,False
2016-06-02,30,False
2016-06-03,37,False
2016-06-04,21,False
2016-06-05,0,False
2016-06-06,47,False
2016-06-07,47,False
2016-06-08,53,False
2016-06-09,30,False
2016-06-10,50,False
2016-06-11,14,False
2016-06-12,27,False
2016-06-13,35,False
2016-06-14,40,False
2016-06-15,18,False
2016-06-16,41,False
2016-06-17,31,False
2016-06-18,14,False
2016-06-19,0,False
2016-06-20,47,False
2016-06-21,35,False
2016-06-22,36,False
2016-06-23,12,False
2016-06-24,100,False
2016-06-25,35,False
2016-06-26,0,False
2016-06-27,59,False
2016-06-28,36,False
2016-06-29,36,False
2016-06-30,49,False
