date,AAPL stock,isPartial
2017-01-01,5,False
2017-01-02,11,False
2017-01-03,30,False
2017-01-04,23,False
2017-01-05,24,False
2017-01-06,24,False
2017-01-07,8,False
2017-01-08,3,False
2017-01-09,35,False
2017-01-10,23,False
2017-01-11,26,False
2017-01-12,28,False
2017-01-13,31,False
2017-01-14,5,False
2017-01-15,1,False
2017-01-16,11,False
2017-01-17,27,False
2017-01-18,34,False
2017-01-19,27,False
2017-01-20,27,False
2017-01-21,5,False
2017-01-22,3,False
2017-01-23,27,False
2017-01-24,26,False
2017-01-25,37,False
2017-01-26,40,False
2017-01-27,35,False
2017-01-28,10,False
2017-01-29,7,False
2017-01-30,38,False
2017-01-31,100,False
