date,MCD stock,isPartial
2013-10-01,57,False
2013-10-02,38,False
2013-10-03,58,False
2013-10-04,40,False
2013-10-05,34,False
2013-10-06,22,False
2013-10-07,51,False
2013-10-08,51,False
2013-10-09,29,False
2013-10-10,84,False
2013-10-11,40,False
2013-10-12,39,False
2013-10-13,0,False
2013-10-14,19,False
2013-10-15,45,False
2013-10-16,78,False
2013-10-17,58,False
2013-10-18,74,False
2013-10-19,34,False
2013-10-20,22,False
2013-10-21,100,False
2013-10-22,56,False
2013-10-23,44,False
2013-10-24,32,False
2013-10-25,40,False
2013-10-26,23,False
2013-10-27,0,False
2013-10-28,37,False
2013-10-29,31,False
2013-10-30,51,False
2013-10-31,72,False
