date,PEP stock,isPartial
2019-01-01,20,False
2019-01-02,58,False
2019-01-03,56,False
2019-01-04,46,False
2019-01-05,13,False
2019-01-06,25,False
2019-01-07,100,False
2019-01-08,43,False
2019-01-09,77,False
2019-01-10,50,False
2019-01-11,46,False
2019-01-12,12,False
2019-01-13,12,False
2019-01-14,60,False
2019-01-15,60,False
2019-01-16,33,False
2019-01-17,27,False
2019-01-18,50,False
2019-01-19,37,False
2019-01-20,12,False
2019-01-21,0,False
2019-01-22,53,False
2019-01-23,42,False
2019-01-24,48,False
2019-01-25,61,False
2019-01-26,12,False
2019-01-27,12,False
2019-01-28,37,False
2019-01-29,42,False
2019-01-30,69,False
2019-01-31,43,False
