date,GOOG stock,isPartial
2015-03-01,6,False
2015-03-02,57,False
2015-03-03,67,False
2015-03-04,89,False
2015-03-05,100,False
2015-03-06,66,False
2015-03-07,25,False
2015-03-08,12,False
2015-03-09,63,False
2015-03-10,57,False
2015-03-11,68,False
2015-03-12,52,False
2015-03-13,54,False
2015-03-14,31,False
2015-03-15,24,False
2015-03-16,42,False
2015-03-17,68,False
2015-03-18,58,False
2015-03-19,78,False
2015-03-20,49,False
2015-03-21,12,False
2015-03-22,24,False
2015-03-23,57,False
2015-03-24,78,False
2015-03-25,54,False
2015-03-26,67,False
2015-03-27,38,False
2015-03-28,26,False
2015-03-29,0,False
2015-03-30,31,False
2015-03-31,47,False
