date,SBUX stock,isPartial
2013-05-01,40,False
2013-05-02,28,False
2013-05-03,59,False
2013-05-04,45,False
2013-05-05,0,False
2013-05-06,28,False
2013-05-07,37,False
2013-05-08,56,False
2013-05-09,86,False
2013-05-10,0,False
2013-05-11,22,False
2013-05-12,0,False
2013-05-13,18,False
2013-05-14,54,False
2013-05-15,36,False
2013-05-16,18,False
2013-05-17,29,False
2013-05-18,0,False
2013-05-19,0,False
2013-05-20,18,False
2013-05-21,45,False
2013-05-22,100,False
2013-05-23,64,False
2013-05-24,48,False
2013-05-25,22,False
2013-05-26,22,False
2013-05-27,0,False
2013-05-28,63,False
2013-05-29,36,False
2013-05-30,37,False
2013-05-31,19,False
