date,CTSH stock,isPartial
2013-12-01,45,False
2013-12-02,80,False
2013-12-03,40,False
2013-12-04,81,False
2013-12-05,61,False
2013-12-06,0,False
2013-12-07,49,False
2013-12-08,0,False
2013-12-09,81,False
2013-12-10,0,False
2013-12-11,41,False
2013-12-12,0,False
2013-12-13,44,False
2013-12-14,0,False
2013-12-15,0,False
2013-12-16,82,False
2013-12-17,42,False
2013-12-18,42,False
2013-12-19,87,False
2013-12-20,46,False
2013-12-21,51,False
2013-12-22,0,False
2013-12-23,69,False
2013-12-24,50,False
2013-12-25,0,False
2013-12-26,94,False
2013-12-27,68,False
2013-12-28,50,False
2013-12-29,50,False
2013-12-30,67,False
2013-12-31,100,False
