date,SYMC stock,isPartial
2017-09-01,36,False
2017-09-02,50,False
2017-09-03,40,False
2017-09-04,18,False
2017-09-05,39,False
2017-09-06,28,False
2017-09-07,52,False
2017-09-08,65,False
2017-09-09,26,False
2017-09-10,0,False
2017-09-11,78,False
2017-09-12,78,False
2017-09-13,100,False
2017-09-14,73,False
2017-09-15,93,False
2017-09-16,39,False
2017-09-17,29,False
2017-09-18,67,False
2017-09-19,67,False
2017-09-20,59,False
2017-09-21,57,False
2017-09-22,41,False
2017-09-23,0,False
2017-09-24,29,False
2017-09-25,22,False
2017-09-26,72,False
2017-09-27,34,False
2017-09-28,22,False
2017-09-29,41,False
2017-09-30,20,False
