date,MRVL stock,isPartial
2016-01-01,65,False
2016-01-02,0,False
2016-01-03,0,False
2016-01-04,0,False
2016-01-05,0,False
2016-01-06,0,False
2016-01-07,100,False
2016-01-08,0,False
2016-01-09,0,False
2016-01-10,0,False
2016-01-11,98,False
2016-01-12,49,False
2016-01-13,0,False
2016-01-14,49,False
2016-01-15,0,False
2016-01-16,0,False
2016-01-17,0,False
2016-01-18,50,False
2016-01-19,50,False
2016-01-20,0,False
2016-01-21,0,False
2016-01-22,0,False
2016-01-23,0,False
2016-01-24,0,False
2016-01-25,49,False
2016-01-26,50,False
2016-01-27,49,False
2016-01-28,50,False
2016-01-29,0,False
2016-01-30,58,False
2016-01-31,0,False
