date,MU stock,isPartial
2015-01-01,100,False
2015-01-02,20,False
2015-01-03,12,False
2015-01-04,11,False
2015-01-05,20,False
2015-01-06,43,False
2015-01-07,37,False
2015-01-08,26,False
2015-01-09,20,False
2015-01-10,14,False
2015-01-11,20,False
2015-01-12,21,False
2015-01-13,30,False
2015-01-14,10,False
2015-01-15,11,False
2015-01-16,25,False
2015-01-17,13,False
2015-01-18,6,False
2015-01-19,14,False
2015-01-20,19,False
2015-01-21,22,False
2015-01-22,38,False
2015-01-23,15,False
2015-01-24,11,False
2015-01-25,11,False
2015-01-26,25,False
2015-01-27,14,False
2015-01-28,14,False
2015-01-29,30,False
2015-01-30,18,False
2015-01-31,9,False
