date,EXPE stock,isPartial
2019-01-01,41,False
2019-01-02,35,False
2019-01-03,34,False
2019-01-04,0,False
2019-01-05,0,False
2019-01-06,0,False
2019-01-07,100,False
2019-01-08,33,False
2019-01-09,33,False
2019-01-10,99,False
2019-01-11,34,False
2019-01-12,0,False
2019-01-13,0,False
2019-01-14,0,False
2019-01-15,0,False
2019-01-16,33,False
2019-01-17,66,False
2019-01-18,50,False
2019-01-19,37,False
2019-01-20,36,False
2019-01-21,0,False
2019-01-22,32,False
2019-01-23,64,False
2019-01-24,32,False
2019-01-25,33,False
2019-01-26,0,False
2019-01-27,0,False
2019-01-28,32,False
2019-01-29,64,False
2019-01-30,0,False
2019-01-31,49,False
