date,HD stock,isPartial
2014-04-01,78,False
2014-04-02,46,False
2014-04-03,61,False
2014-04-04,74,False
2014-04-05,42,False
2014-04-06,41,False
2014-04-07,84,False
2014-04-08,71,False
2014-04-09,86,False
2014-04-10,47,False
2014-04-11,88,False
2014-04-12,22,False
2014-04-13,43,False
2014-04-14,79,False
2014-04-15,82,False
2014-04-16,81,False
2014-04-17,65,False
2014-04-18,54,False
2014-04-19,53,False
2014-04-20,100,False
2014-04-21,70,False
2014-04-22,92,False
2014-04-23,71,False
2014-04-24,86,False
2014-04-25,53,False
2014-04-26,51,False
2014-04-27,41,False
2014-04-28,67,False
2014-04-29,89,False
2014-04-30,76,False
