date,AMZN stock,isPartial
2013-02-01,100,False
2013-02-02,27,False
2013-02-03,13,False
2013-02-04,50,False
2013-02-05,33,False
2013-02-06,45,False
2013-02-07,69,False
2013-02-08,47,False
2013-02-09,14,False
2013-02-10,13,False
2013-02-11,46,False
2013-02-12,46,False
2013-02-13,34,False
2013-02-14,23,False
2013-02-15,24,False
2013-02-16,26,False
2013-02-17,13,False
2013-02-18,17,False
2013-02-19,28,False
2013-02-20,28,False
2013-02-21,33,False
2013-02-22,17,False
2013-02-23,0,False
2013-02-24,0,False
2013-02-25,64,False
2013-02-26,44,False
2013-02-27,60,False
2013-02-28,45,False
