date,WDC stock,isPartial
2012-09-01,42,False
2012-09-02,0,False
2012-09-03,0,False
2012-09-04,0,False
2012-09-05,34,False
2012-09-06,0,False
2012-09-07,36,False
2012-09-08,0,False
2012-09-09,42,False
2012-09-10,0,False
2012-09-11,100,False
2012-09-12,33,False
2012-09-13,34,False
2012-09-14,70,False
2012-09-15,0,False
2012-09-16,0,False
2012-09-17,33,False
2012-09-18,0,False
2012-09-19,0,False
2012-09-20,0,False
2012-09-21,0,False
2012-09-22,83,False
2012-09-23,0,False
2012-09-24,33,False
2012-09-25,33,False
2012-09-26,0,False
2012-09-27,0,False
2012-09-28,0,False
2012-09-29,0,False
2012-09-30,0,False
