date,CSCO stock,isPartial
2017-07-01,34,False
2017-07-02,20,False
2017-07-03,77,False
2017-07-04,74,False
2017-07-05,78,False
2017-07-06,30,False
2017-07-07,70,False
2017-07-08,20,False
2017-07-09,20,False
2017-07-10,71,False
2017-07-11,92,False
2017-07-12,75,False
2017-07-13,51,False
2017-07-14,79,False
2017-07-15,15,False
2017-07-16,15,False
2017-07-17,25,False
2017-07-18,42,False
2017-07-19,67,False
2017-07-20,100,False
2017-07-21,69,False
2017-07-22,29,False
2017-07-23,19,False
2017-07-24,49,False
2017-07-25,70,False
2017-07-26,61,False
2017-07-27,58,False
2017-07-28,73,False
2017-07-29,39,False
2017-07-30,19,False
2017-07-31,58,False
