date,PFE stock,isPartial
2014-01-01,54,False
2014-01-02,66,False
2014-01-03,55,False
2014-01-04,25,False
2014-01-05,49,False
2014-01-06,64,False
2014-01-07,41,False
2014-01-08,41,False
2014-01-09,93,False
2014-01-10,43,False
2014-01-11,36,False
2014-01-12,24,False
2014-01-13,60,False
2014-01-14,82,False
2014-01-15,51,False
2014-01-16,21,False
2014-01-17,53,False
2014-01-18,25,False
2014-01-19,0,False
2014-01-20,0,False
2014-01-21,0,False
2014-01-22,40,False
2014-01-23,71,False
2014-01-24,53,False
2014-01-25,47,False
2014-01-26,0,False
2014-01-27,60,False
2014-01-28,100,False
2014-01-29,40,False
2014-01-30,82,False
2014-01-31,85,False
