date,AMZN stock,isPartial
2015-06-01,53,False
2015-06-02,64,False
2015-06-03,59,False
2015-06-04,45,False
2015-06-05,62,False
2015-06-06,19,False
2015-06-07,13,False
2015-06-08,53,False
2015-06-09,26,False
2015-06-10,69,False
2015-06-11,92,False
2015-06-12,34,False
2015-06-13,26,False
2015-06-14,38,False
2015-06-15,37,False
2015-06-16,68,False
2015-06-17,32,False
2015-06-18,65,False
2015-06-19,45,False
2015-06-20,26,False
2015-06-21,32,False
2015-06-22,80,False
2015-06-23,100,False
2015-06-24,91,False
2015-06-25,70,False
2015-06-26,39,False
2015-06-27,52,False
2015-06-28,13,False
2015-06-29,80,False
2015-06-30,48,False
