date,MSFT stock,isPartial
2015-01-01,19,False
2015-01-02,18,False
2015-01-03,4,False
2015-01-04,0,False
2015-01-05,25,False
2015-01-06,20,False
2015-01-07,18,False
2015-01-08,22,False
2015-01-09,18,False
2015-01-10,22,False
2015-01-11,4,False
2015-01-12,6,False
2015-01-13,28,False
2015-01-14,17,False
2015-01-15,19,False
2015-01-16,23,False
2015-01-17,6,False
2015-01-18,9,False
2015-01-19,14,False
2015-01-20,20,False
2015-01-21,36,False
2015-01-22,44,False
2015-01-23,47,False
2015-01-24,11,False
2015-01-25,17,False
2015-01-26,45,False
2015-01-27,100,False
2015-01-28,80,False
2015-01-29,60,False
2015-01-30,58,False
2015-01-31,28,False
