date,EBAY stock,isPartial
2015-06-01,89,False
2015-06-02,88,False
2015-06-03,95,False
2015-06-04,86,False
2015-06-05,82,False
2015-06-06,56,False
2015-06-07,64,False
2015-06-08,89,False
2015-06-09,88,False
2015-06-10,74,False
2015-06-11,82,False
2015-06-12,76,False
2015-06-13,47,False
2015-06-14,69,False
2015-06-15,80,False
2015-06-16,73,False
2015-06-17,75,False
2015-06-18,74,False
2015-06-19,78,False
2015-06-20,56,False
2015-06-21,75,False
2015-06-22,89,False
2015-06-23,87,False
2015-06-24,71,False
2015-06-25,90,False
2015-06-26,80,False
2015-06-27,68,False
2015-06-28,59,False
2015-06-29,100,False
2015-06-30,92,False
