date,EXPE stock,isPartial
2014-08-01,44,False
2014-08-02,51,False
2014-08-03,51,False
2014-08-04,0,False
2014-08-05,0,False
2014-08-06,42,False
2014-08-07,0,False
2014-08-08,44,False
2014-08-09,0,False
2014-08-10,51,False
2014-08-11,42,False
2014-08-12,0,False
2014-08-13,0,False
2014-08-14,64,False
2014-08-15,45,False
2014-08-16,50,False
2014-08-17,100,False
2014-08-18,0,False
2014-08-19,41,False
2014-08-20,41,False
2014-08-21,0,False
2014-08-22,0,False
2014-08-23,50,False
2014-08-24,0,False
2014-08-25,41,False
2014-08-26,40,False
2014-08-27,0,False
2014-08-28,0,False
2014-08-29,0,False
2014-08-30,0,False
2014-08-31,0,False
