date,QCOM stock,isPartial
2018-06-01,49,False
2018-06-02,16,False
2018-06-03,4,False
2018-06-04,52,False
2018-06-05,50,False
2018-06-06,59,False
2018-06-07,65,False
2018-06-08,52,False
2018-06-09,14,False
2018-06-10,18,False
2018-06-11,55,False
2018-06-12,38,False
2018-06-13,47,False
2018-06-14,48,False
2018-06-15,100,False
2018-06-16,24,False
2018-06-17,8,False
2018-06-18,63,False
2018-06-19,58,False
2018-06-20,41,False
2018-06-21,48,False
2018-06-22,43,False
2018-06-23,8,False
2018-06-24,8,False
2018-06-25,34,False
2018-06-26,36,False
2018-06-27,46,False
2018-06-28,42,False
2018-06-29,32,False
2018-06-30,23,False
