date,PEP stock,isPartial
2012-02-01,79,False
2012-02-02,40,False
2012-02-03,42,False
2012-02-04,48,False
2012-02-05,48,False
2012-02-06,80,False
2012-02-07,79,False
2012-02-08,79,False
2012-02-09,60,False
2012-02-10,41,False
2012-02-11,48,False
2012-02-12,46,False
2012-02-13,39,False
2012-02-14,100,False
2012-02-15,40,False
2012-02-16,81,False
2012-02-17,42,False
2012-02-18,0,False
2012-02-19,48,False
2012-02-20,41,False
2012-02-21,82,False
2012-02-22,40,False
2012-02-23,80,False
2012-02-24,83,False
2012-02-25,0,False
2012-02-26,47,False
2012-02-27,59,False
2012-02-28,39,False
2012-02-29,39,False
