date,AMZN stock,isPartial
2012-03-01,21,False
2012-03-02,21,False
2012-03-03,0,False
2012-03-04,0,False
2012-03-05,20,False
2012-03-06,58,False
2012-03-07,38,False
2012-03-08,100,False
2012-03-09,20,False
2012-03-10,0,False
2012-03-11,23,False
2012-03-12,19,False
2012-03-13,39,False
2012-03-14,0,False
2012-03-15,20,False
2012-03-16,61,False
2012-03-17,0,False
2012-03-18,0,False
2012-03-19,98,False
2012-03-20,19,False
2012-03-21,0,False
2012-03-22,40,False
2012-03-23,41,False
2012-03-24,0,False
2012-03-25,24,False
2012-03-26,0,False
2012-03-27,58,False
2012-03-28,20,False
2012-03-29,40,False
2012-03-30,21,False
2012-03-31,0,False
