date,MAT stock,isPartial
2017-04-01,12,False
2017-04-02,32,False
2017-04-03,20,False
2017-04-04,30,False
2017-04-05,27,False
2017-04-06,24,False
2017-04-07,28,False
2017-04-08,24,False
2017-04-09,30,False
2017-04-10,21,False
2017-04-11,35,False
2017-04-12,56,False
2017-04-13,25,False
2017-04-14,23,False
2017-04-15,0,False
2017-04-16,24,False
2017-04-17,11,False
2017-04-18,27,False
2017-04-19,27,False
2017-04-20,31,False
2017-04-21,100,False
2017-04-22,20,False
2017-04-23,31,False
2017-04-24,37,False
2017-04-25,40,False
2017-04-26,33,False
2017-04-27,27,False
2017-04-28,28,False
2017-04-29,20,False
2017-04-30,20,False
