date,SYMC stock,isPartial
2014-01-01,68,False
2014-01-02,55,False
2014-01-03,55,False
2014-01-04,0,False
2014-01-05,61,False
2014-01-06,53,False
2014-01-07,52,False
2014-01-08,0,False
2014-01-09,52,False
2014-01-10,0,False
2014-01-11,0,False
2014-01-12,0,False
2014-01-13,51,False
2014-01-14,0,False
2014-01-15,51,False
2014-01-16,52,False
2014-01-17,0,False
2014-01-18,61,False
2014-01-19,60,False
2014-01-20,51,False
2014-01-21,0,False
2014-01-22,51,False
2014-01-23,0,False
2014-01-24,53,False
2014-01-25,0,False
2014-01-26,60,False
2014-01-27,100,False
2014-01-28,50,False
2014-01-29,85,False
2014-01-30,69,False
2014-01-31,71,False
