date,MAT stock,isPartial
2012-08-01,0,False
2012-08-02,70,False
2012-08-03,36,False
2012-08-04,42,False
2012-08-05,42,False
2012-08-06,0,False
2012-08-07,0,False
2012-08-08,34,False
2012-08-09,35,False
2012-08-10,36,False
2012-08-11,43,False
2012-08-12,0,False
2012-08-13,34,False
2012-08-14,34,False
2012-08-15,0,False
2012-08-16,35,False
2012-08-17,0,False
2012-08-18,64,False
2012-08-19,44,False
2012-08-20,53,False
2012-08-21,0,False
2012-08-22,0,False
2012-08-23,52,False
2012-08-24,72,False
2012-08-25,0,False
2012-08-26,0,False
2012-08-27,100,False
2012-08-28,0,False
2012-08-29,45,False
2012-08-30,34,False
2012-08-31,35,False
